Team,Week,Opponent,Home_Away,Location
Virginia Tech,11,Miami,Home,vs
Virginia Tech,12,Virginia,Away,@
Wake Forest,1,Kennesaw State,Home,vs
Wake Forest,2,Western Carolina,Home,vs
Wake Forest,3,NC State,Home,vs
Wake Forest,4,Georgia Tech,Home,vs
Wake Forest,5,Virginia Tech,Away,@
Wake Forest,6,Oregon State,Away,@
Wake Forest,7,SMU,Home,vs
Wake Forest,8,Florida State,Away,@
Wake Forest,9,Virginia,Away,@
Wake Forest,10,North Carolina,Home,vs
Wake Forest,11,Delaware,Home,vs
Wake Forest,12,Duke,Away,@
Washington,1,Colorado State,Home,vs
Washington,2,UC Davis,Home,vs
Washington,3,Washington State,Away,@
Washington,4,Ohio State,Home,vs
Washington,5,Maryland,Away,@
Washington,6,Rutgers,Home,vs
Washington,7,Michigan,Away,@
Washington,8,Illinois,Home,vs
Washington,9,Wisconsin,Away,@
Washington,10,Purdue,Home,vs
Washington,11,UCLA,Away,@
Washington,12,Oregon,Home,vs
West Virginia,1,Robert Morris,Home,vs
West Virginia,2,Ohio,Away,@
West Virginia,3,Pittsburgh,Home,vs
West Virginia,4,Kansas,Away,@
West Virginia,5,Utah,Home,vs
West Virginia,6,BYU,Away,@
West Virginia,7,UCF,Away,@
West Virginia,8,TCU,Home,vs
West Virginia,9,Houston,Away,@
West Virginia,10,Colorado,Home,vs
West Virginia,11,Arizona State,Away,@
West Virginia,12,Texas Tech,Home,vs
Western Kentucky,1,Sam Houston,Home,vs
Western Kentucky,2,North Alabama,Home,vs
Western Kentucky,3,Toledo,Away,@
Western Kentucky,4,Nevada,Home,vs
Western Kentucky,5,Missouri State,Away,@
Western Kentucky,6,Delaware,Away,@
Western Kentucky,7,Florida International,Home,vs
Western Kentucky,8,Louisiana Tech,Away,@
Western Kentucky,9,New Mexico State,Home,vs
Western Kentucky,10,Middle Tennessee,Home,vs
Western Kentucky,11,LSU,Away,@
Western Kentucky,12,Jacksonville State,Away,@
Western Michigan,1,Michigan State,Away,@
Western Michigan,2,North Texas,Home,vs
Western Michigan,3,Illinois,Away,@
Western Michigan,4,Toledo,Home,vs
Western Michigan,5,Rhode Island,Home,vs
Western Michigan,6,Massachusetts,Away,@
Western Michigan,7,Ball State,Home,vs
Western Michigan,8,Miami (OH),Away,@
Western Michigan,9,Central Michigan,Home,vs
Western Michigan,10,Ohio,Home,vs
Western Michigan,11,Northern Illinois,Away,@
Western Michigan,12,Eastern Michigan,Away,@
Wisconsin,1,Miami (OH),Home,vs
Wisconsin,2,Middle Tennessee,Home,vs
Wisconsin,3,Alabama,Away,@
Wisconsin,4,Maryland,Home,vs
Wisconsin,5,Michigan,Away,@
Wisconsin,6,Iowa,Home,vs
Wisconsin,7,Ohio State,Home,vs
Wisconsin,8,Oregon,Away,@
Wisconsin,9,Washington,Home,vs
Wisconsin,10,Indiana,Away,@
Wisconsin,11,Illinois,Home,vs
Wisconsin,12,Minnesota,Away,@
Wyoming,1,Akron,Away,@
Wyoming,2,Northern Iowa,Home,vs
Wyoming,3,Utah,Home,vs
Wyoming,4,Colorado,Away,@
Wyoming,5,UNLV,Home,vs
Wyoming,6,San José State,Home,vs
Wyoming,7,Air Force,Away,@
Wyoming,8,Colorado State,Home,vs
Wyoming,9,San Diego State,Away,@
Wyoming,10,Fresno State,Away,@
Wyoming,11,Nevada,Home,vs
Wyoming,12,Hawai'i,Away,@
